tick,stage,month,north_mm,south_mm,pool_mm,canal_mm,lake_mm,poolN_mgL,poolP_mgL,canalN_mgL,canalP_mgL,lakeN_mgL,lakeP_mgL,target_mm,defN_mm,defS_mm,delta_lake_L,delta_N_to_lake_mg,delta_P_to_lake_mg,irrigateN_mm,irrigateS_mm,drainN_mm,drainS_mm,pool_ratio,control_mode,rain_today_mm,actual_loss_mm,growth_avg_pct,growthN_pct,growthS_pct
0,1,5,3.2259421226673743,3.2259421226673743,28.176951253874332,3.7253805175662986,386.74246819043196,0,0,0,0,0,0,15,11.774057877332625,11.774057877332625,0,0,0,1.4872020833994692,1.4872020833994692,0,0,0.5,agent,3.1887400392679046,1.45,0,0,0
1,1,5,6.828937193263083,6.828937193263083,28.176951253874332,0,386.66068740067794,0,0,0,0,0,0,15,8.171062806736916,8.171062806736916,2114.6058806704023,0,0,1.3900761888087696,1.3900761888087696,0,0,0.5,agent,3.6629188817869522,1.45,0,0,0
2,1,5,13.110028299683028,13.110028299683028,35.834335082748694,0,381.7422492520654,0,0,0,0,0,0,15,1.8899717003169716,1.8899717003169716,127176.05520867513,0,0,2.817695125387433,2.817695125387433,0,0,0.6358802760433756,agent,4.913395981032487,1.45,0.5,0.5,0.5
3,1,5,13.54999999999997,13.54999999999997,35.834335082748694,5.006937173150751,381.7422492520654,0,0,238.2627049012925,119.13135245064625,0,0,15,1.4500000000000295,1.4500000000000295,0,0,0,0,0,1.7881918475538399,1.7881918475538399,0.6358802760433756,agent,3.678163547870814,1.45,1,1,1
4,1,5,13.380343131152664,13.380343131152664,35.834335082748694,1.4219764059232338,381.7422492520654,85.13009015676964,42.56504507838482,238.2627049012925,119.13135245064625,0,0,15,1.6196568688473363,1.6196568688473363,0,0,0,1.2803431311526845,1.2803431311526845,0,0,0.6358802760433756,agent,0,1.45,1.5,1.5,1.5
5,1,5,13.404817197904244,13.404817197904244,35.834335082748694,0,380.41550857511385,83.86853434010632,41.93426717005316,0,0,0,0,15,1.5951828020957564,1.5951828020957564,34305.53368393582,0,0,1.4744740667515588,1.4744740667515588,0,0,0.6358802760433756,agent,0,1.45,2,2,2
6,1,5,14.003617927072135,14.003617927072135,35.834335082748694,8.4,380.41550857511385,83.86853434010632,41.93426717005316,200.47357100249266,100.23678550124633,0,0,15,0.9963820729278652,0.9963820729278652,0,0,0,0,0,3,3,0.6358802760433756,agent,5.048800729167915,1.45,2.5,2.5,2.5
7,2,5,12.55361792707215,12.55361792707215,35.834335082748694,8.4,380.41550857511385,83.86853434010632,41.93426717005316,200.47357100249266,100.23678550124633,0,0,35,22.44638207292785,22.44638207292785,0,0,0,0,0,0,0,0.6358802760433756,agent,0,1.45,2.300000000000008,2.3000000000000043,2.3000000000000043
8,2,5,16.803789763863907,16.803789763863907,35.834335082748694,2.8467838670637016,380.41550857511385,148.40490001923064,74.20245000961532,200.4735710024927,100.23678550124635,0,0,35,18.196210236136093,18.196210236136093,0,0,0,1.983291476048678,1.983291476048678,0,0,0.6358802760433756,agent,4.586880360743058,2.32,2.100000000000007,2.099999999999996,2.099999999999996
9,2,5,21.34121119436594,21.34121119436594,35.834335082748694,0,377.347517747412,70.60703972738932,35.30351986369466,0,0,0,0,35,13.65878880563406,13.65878880563406,79329.03883188823,0,0,3.251958984134141,3.251958984134141,0,0,0.6358802760433756,agent,3.6054624463679037,2.32,1.8999999999999944,1.9000000000000035,1.9000000000000035
10,2,5,22.60464470264079,22.60464470264079,52.743674363065246,0,370.10818989365794,0,0,0,0,0,0,35,12.39535529735921,12.39535529735921,187187.30031451856,0,0,3.5834335082748696,3.5834335082748696,0,0,0.9359365015725928,agent,0,2.32,1.6999999999999935,1.6999999999999982,1.6999999999999982
11,2,5,28.900114866013617,28.900114866013617,53.891669243003555,0,363.2261712612774,0,0,0,0,0,0,35,6.099885133986383,6.099885133986383,177948.35577746428,0,0,4.899242658454868,4.899242658454868,0,0,0.9563076707170981,agent,3.7162275049179745,2.32,1.4999999999999998,1.4999999999999998,1.4999999999999998
12,2,5,32.67999999999997,32.67999999999997,53.891669243003555,0,359.9581509039809,0,0,0,0,0,0,35,2.3200000000000287,2.3200000000000287,84501.20237861562,0,0,2.3809862603160212,2.3809862603160212,0,0,0.9563076707170981,agent,3.7188988736703776,2.32,1.9999999999999998,1.9999999999999998,1.9999999999999998
13,2,5,32.680000000000156,32.680000000000156,53.891669243003555,0,356.7738371784906,0,0,0,0,0,0,35,2.319999999999844,2.319999999999844,82336.80000000098,0,0,2.3200000000000287,2.3200000000000287,0,0,0.9563076707170981,agent,0,2.32,2.5,2.5,2.5
14,2,5,32.67999999999994,32.67999999999994,53.891669243003555,2.5870191954148254,356.7738371784906,0,0,111.34637540298624,55.67318770149312,0,0,35,2.320000000000057,2.320000000000057,0,0,0,0,0,0.9239354269338662,0.9239354269338662,0.9563076707170981,agent,3.243935426933755,2.32,3,3,3
15,2,5,32.67999999999997,32.67999999999997,53.891669243003555,5.376889126723835,356.7738371784906,0,0,109.7472002602861,54.87360013014305,0,0,35,2.3200000000000287,2.3200000000000287,0,0,0,0,0,0.9963821183246466,0.9963821183246466,0.9563076707170981,agent,3.3163821183247264,2.32,3.5,3.5,3.5
16,2,5,32.67999999999994,32.67999999999994,53.891669243003555,8.588028620377536,356.7738371784906,0,0,107.90838571434102,53.95419285717051,0,0,35,2.320000000000057,2.320000000000057,0,0,0,0,0,1.1468355334477494,1.1468355334477494,0.9563076707170981,agent,3.466835533447688,2.32,4,4,4
17,3,5,32.04695914506828,32.04695914506828,53.891669243003555,3.8645430141863324,356.7738371784906,33.778326161978455,16.889163080989228,107.90838571434102,53.95419285717051,0,0,25,0,0,0,0,0,1.6869591450682868,1.6869591450682868,0,0,0.9563076707170981,agent,0,2.32,3.7999999999999887,3.800000000000007,3.800000000000007
18,3,5,26.14695914506823,26.14695914506823,53.891669243003555,12.264543014186332,356.7738371784906,33.778326161978455,16.889163080989228,176.53094317954887,56.207772527584304,0,0,25,0,0,0,0,0,0,0,3,3,0.9563076707170981,agent,0,2.9,4.299999999999985,4.300000000000008,4.300000000000008
19,3,5,22.100000000000062,22.100000000000062,53.891669243003555,15.476028620377376,356.7738371784906,33.778326161978455,16.889163080989228,187.87191189380482,57.74044191423343,0,0,25,2.899999999999938,2.899999999999938,0,0,0,0,0,1.1469591450682302,1.1469591450682302,0.9563076707170981,agent,0,2.9,4.799999999999981,4.800000000000008,4.800000000000008
20,3,5,21.933968138736674,21.933968138736674,53.891669243003555,15.476028620377376,356.7738371784906,33.778326161978455,16.889163080989228,187.87191189380482,57.74044191423343,0,0,25,3.066031861263326,3.066031861263326,0,0,0,0,0,0,0,0.9563076707170981,agent,2.733968138736641,2.9,5.299999999999979,5.300000000000003,5.300000000000003
21,3,5,22.099999999999962,22.099999999999962,53.891669243003555,15.779092702169626,357.9570517723566,33.778326161978455,16.889163080989228,193.0498445198439,58.259714419232054,0.638119551629059,0.192575461201244,25,2.9000000000000377,2.9000000000000377,0,5906240.254612077,1782419.8272778299,0,0,0.9702935190281536,0.9702935190281536,0.9563076707170981,agent,4.03632538029149,2.9,5.799999999999978,5.799999999999999,5.799999999999999
