tick,stage,month,north_mm,south_mm,pool_mm,canal_mm,lake_mm,poolN_mgL,poolP_mgL,canalN_mgL,canalP_mgL,lakeN_mgL,lakeP_mgL,target_mm,defN_mm,defS_mm,delta_lake_L,delta_N_to_lake_mg,delta_P_to_lake_mg,irrigateN_mm,irrigateS_mm,drainN_mm,drainS_mm,pool_ratio,control_mode,rain_today_mm,actual_loss_mm,growth_avg_pct,growthN_pct,growthS_pct
0,1,5,0.5150839464366898,0.5150839464366898,28.176951253874332,2.3873113010620792,386.74246819043196,0,0,0,0,0,0,15,14.48491605356331,14.48491605356331,0,0,0,1.9650839464366905,1.9650839464366905,0,0,0.5,agent,0,1.45,0,0,0
1,1,5,2.2326960702445495,2.2326960702445495,34.843733361886486,0,382.64996738854796,0,0,0,0,0,0,15,12.76730392975545,12.76730392975545,105819.79323431432,0,0,3.1676121238078623,3.1676121238078623,0,0,0.6183020485066757,agent,0,1.45,0,0,0
2,1,5,4.267069406433209,4.267069406433209,42.832911303609784,0,376.7709403468761,0,0,0,0,0,0,15,10.732930593566792,10.732930593566792,152014.00221651111,0,0,3.4843733361886486,3.4843733361886486,0,0,0.7600700110825556,agent,0,1.45,0,0,0
3,1,5,8.734605307095734,8.734605307095734,43.56702133025816,0,371.23400992767824,0,0,0,0,0,0,15,6.265394692904266,6.265394692904266,143168.40984919888,0,0,3.9606383027507417,3.9606383027507417,0,0,0.7730967935054309,agent,1.956897597911776,1.45,0,0,0
4,1,5,13.550000000000017,13.550000000000017,43.56702133025816,0,368.37364121161534,0,0,0,0,0,0,15,1.4499999999999833,1.4499999999999833,73960.55389123724,0,0,2.083982921702937,2.083982921702937,0,0,0.7730967935054309,agent,4.181411771201362,1.45,0.5,0.5,0.5
5,1,5,13.549999999999956,13.549999999999956,43.56702133025816,5.82621489396092,368.37364121161534,0,0,234.18119173412256,117.09059586706128,0,0,15,1.4500000000000437,1.4500000000000437,0,0,0,0,0,2.080791033557471,2.080791033557471,0.7730967935054309,agent,3.530791033557413,1.45,1,1,1
6,1,5,13.380343131152648,13.380343131152648,43.56702133025816,2.2412541267334016,368.37364121161534,68.82092718918433,34.410463594592166,234.18119173412254,117.09059586706127,0,0,15,1.6196568688473523,1.6196568688473523,0,0,0,1.2803431311526845,1.2803431311526845,0,0,0.7730967935054309,agent,0,1.45,1.5,1.5,1.5
7,2,5,13.550000000000033,13.550000000000033,43.56702133025816,7.611888453159115,368.37364121161534,68.82092718918433,34.410463594592166,215.44844063402493,107.72422031701247,0,0,35,21.449999999999967,21.449999999999967,0,0,0,0,0,1.9180836880091832,1.9180836880091832,0.7730967935054309,agent,3.537740556856588,1.45,1.3000000000000052,1.299999999999999,1.299999999999999
8,2,5,19.0445810985986,19.0445810985986,43.56702133025816,2.169420494645003,368.37364121161534,134.23865432330126,67.11932716165063,215.44844063402493,107.72422031701247,0,0,35,15.955418901401401,15.955418901401401,0,0,0,1.9437385566121828,1.9437385566121828,0,0,0.7730967935054309,agent,5.870842541986322,2.32,1.0999999999999963,1.0999999999999979,1.0999999999999979
9,2,5,19.976540082732736,19.976540082732736,43.56702133025816,0,364.97360951508074,72.35454134842898,36.17727067421449,0,0,0,0,35,15.023459917267264,15.023459917267264,87914.6195772952,0,0,3.251958984134141,3.251958984134141,0,0,0.7730967935054309,agent,0,2.32,0.9000000000000034,0.9000000000000011,0.9000000000000011
