tick,stage,month,north_mm,south_mm,pool_mm,canal_mm,lake_mm,poolN_mgL,poolP_mgL,canalN_mgL,canalP_mgL,lakeN_mgL,lakeP_mgL,target_mm,defN_mm,defS_mm,delta_lake_L,delta_N_to_lake_mg,delta_P_to_lake_mg,irrigateN_mm,irrigateS_mm,drainN_mm,drainS_mm,pool_ratio,control_mode,rain_today_mm,actual_loss_mm,growth_avg_pct,growthN_pct,growthS_pct
0,1,5,5.774382967225087,5.774382967225087,46.18840047468249,0,382.3744746491099,0,0,0,0,0,0,15,9.225617032774913,9.225617032774913,112943.20899796466,0,0,4.198945497698408,4.198945497698408,0,0,0.8196131664232408,agent,3.3254374695266753,1.75,0,0,0
1,1,5,8.643223014693346,8.643223014693346,54.55450000000001,0,374.88660210009033,0,0,0,0,0,0,15,6.356776985306654,6.356776985306654,193613.92049999998,0,0,4.6188400474682485,4.6188400474682485,0,0,0.9680696025000002,agent,0,1.75,0,0,0
2,1,5,13.250000000000004,13.250000000000004,54.55450000000001,0,371.72555998022005,0,0,0,0,0,0,15,1.7499999999999964,1.7499999999999964,81735.0660934861,0,0,2.3030449730483546,2.3030449730483546,0,0,0.9680696025000002,agent,4.053732012258331,1.75,0.5,0.5,0.5
3,1,5,13.250000000000002,13.250000000000002,54.55450000000001,0,369.32359919590635,0,0,0,0,0,0,15,1.7499999999999982,1.7499999999999982,62107.499999999825,0,0,1.7499999999999964,1.7499999999999964,0,0,0.9680696025000002,agent,0,1.75,1,1,1
4,1,5,13.250000000000007,13.250000000000007,54.55450000000001,8.31262105548672,369.32359919590635,0,0,222.60816004096017,111.30408002048009,0,0,15,1.749999999999993,1.749999999999993,0,0,0,0,0,2.9687932341023995,2.9687932341023995,0.9680696025000002,agent,4.71879323410241,1.75,1.5,1.5,1.5
5,1,5,13.250000000000007,13.250000000000007,54.55450000000001,11.690281723304224,369.32359919590635,0,0,217.82069040235027,108.91034520117513,0,0,15,1.749999999999993,1.749999999999993,0,0,0,0,0,1.2063073813633949,1.2063073813633949,0.9680696025000002,agent,2.9563073813633927,1.75,2,2,2
6,1,5,13.116461955879704,13.116461955879704,54.55450000000001,7.164188246841052,369.32359919590635,64.54075451866494,32.27037725933247,217.82069040235024,108.91034520117512,0,0,15,1.8835380441202965,1.8835380441202965,0,0,0,1.616461955879705,1.616461955879705,0,0,0.9680696025000002,agent,0,1.75,2.5,2.5,2.5
7,2,5,13.56202115694995,13.56202115694995,54.55450000000001,15.564188246841052,369.32359919590635,64.54075451866494,32.27037725933247,191.3496855425403,95.67484277127015,0,0,35,21.43797884305005,21.43797884305005,0,0,0,0,0,3,3,0.9680696025000002,agent,5.195559201070253,1.75,2.300000000000008,2.3000000000000043,2.3000000000000043
8,2,5,15.257113095204904,15.257113095204904,54.55450000000001,2.9779308197271774,369.32359919590635,169.02669125058452,84.51334562529226,191.34968554254036,95.67484277127018,0,0,35,19.742886904795096,19.742886904795096,0,0,0,4.495091938254955,4.495091938254955,0,0,0.9680696025000002,agent,0,2.8000000000000003,2.100000000000007,2.099999999999996,2.099999999999996
9,2,5,21.456351514606883,21.456351514606883,54.55450000000001,0,364.3667025389098,61.484609312344766,30.742304656172383,0,0,0,0,35,13.543648485393117,13.543648485393117,128170.47685995803,0,0,4.675,4.675,0,0,0.9680696025000002,agent,4.324238419401926,2.8000000000000003,1.8999999999999944,1.9000000000000035,1.9000000000000035
