tick,stage,month,north_mm,south_mm,pool_mm,canal_mm,lake_mm,poolN_mgL,poolP_mgL,canalN_mgL,canalP_mgL,lakeN_mgL,lakeP_mgL,target_mm,defN_mm,defS_mm,delta_lake_L,delta_N_to_lake_mg,delta_P_to_lake_mg,irrigateN_mm,irrigateS_mm,drainN_mm,drainS_mm,pool_ratio,control_mode,rain_today_mm,actual_loss_mm,growth_avg_pct,growthN_pct,growthS_pct
0,1,5,2.8948311177554724,2.8948311177554724,51.093142295310194,0,381.0892749207102,0,0,0,0,0,0,15,12.105168882244527,12.105168882244527,146174.61837519755,0,0,4.644831117755471,4.644831117755471,0,0,0.9066478100302794,agent,0,1.75,0,0,0
1,1,5,6.104331117755465,6.104331117755465,54.55450000000001,0,373.8070297455567,0,0,0,0,0,0,15,8.895668882244536,8.895668882244536,188297.01349394416,0,0,4.9595,4.9595,0,0,0.9680696025000002,agent,0,1.75,0,0,0
2,1,5,9.31383111775549,9.31383111775549,54.55450000000001,0,366.9998728828116,0,0,0,0,0,0,15,5.686168882244511,5.686168882244511,176012.65500000003,0,0,4.9595,4.9595,0,0,0.9680696025000002,agent,0,1.75,0,0,0
3,1,5,13.25,13.25,54.55450000000001,0,364.5769094699995,0,0,0,0,0,0,15,1.75,1.75,62650.564965082915,0,0,1.7653019150488287,1.7653019150488287,0,0,0.9680696025000002,agent,3.9208669671957,1.75,0.5,0.5,0.5
4,1,5,13.250000000000018,13.250000000000018,54.55450000000001,7.268722339729263,364.5769094699995,0,0,227.32475022938746,113.66237511469373,0,0,15,1.7499999999999822,1.7499999999999822,0,0,0,0,0,2.5959722641890224,2.5959722641890224,0.9680696025000002,agent,4.34597226418906,1.75,1,1,1
5,1,5,13.250000000000021,13.250000000000021,54.55450000000001,15.58699217204465,364.5769094699995,0,0,207.26965567832175,103.63482783916088,0,0,15,1.7499999999999787,1.7499999999999787,0,0,0,0,0,2.9708106543983526,2.9708106543983526,0.9680696025000002,agent,4.720810654398367,1.75,1.5,1.5,1.5
6,1,5,13.250000000000018,13.250000000000018,54.55450000000001,15.779092702169626,367.32685954408015,0,0,196.268642392873,98.1343211964365,1.4693425042696084,0.7346712521348042,15,1.7499999999999822,1.7499999999999822,0,1.3955771917508341E7,6977885.958754171,0,0,2.072142386160536,2.072142386160536,0.9680696025000002,agent,3.8221423861605217,1.75,2,2,2
7,2,5,13.250000000000007,13.250000000000007,54.55450000000001,15.779092702169626,367.42705498093085,0,0,195.88037629333147,97.94018814666573,1.5223573767321081,0.7611786883660541,35,21.749999999999993,21.749999999999993,0,507477.7529609334,253738.8764804667,0,0,0.07299953256263336,0.07299953256263336,0.9680696025000002,agent,1.8229995325626258,1.75,1.8000000000000067,1.8000000000000023,1.8000000000000023
8,2,5,18.415734599168616,18.415734599168616,54.55450000000001,3.192835275055751,367.42705498093085,161.39828984565912,80.69914492282956,195.88037629333147,97.94018814666573,1.5223573767321081,0.7611786883660541,35,16.584265400831384,16.584265400831384,0,0,0,4.495091938254955,4.495091938254955,0,0,0.9680696025000002,agent,3.470642660913591,2.8000000000000003,1.600000000000002,1.5999999999999968,1.5999999999999968
9,2,5,20.29073459916861,20.29073459916861,54.55450000000001,0,362.5755036451738,65.01873118470127,32.50936559235063,0,0,1.5223573767321084,0.7611786883660542,35,14.709265400831391,14.709265400831391,125446.56288866838,0,0,4.675,4.675,0,0,0.9680696025000002,agent,0,2.8000000000000003,1.4000000000000006,1.4000000000000028,1.4000000000000028
10,2,5,22.490734599168558,22.490734599168558,55.00000000000001,0,355.65161148831106,6.780434367793857,3.3902171838969286,0,0,1.5223573767321084,0.7611786883660542,35,12.509265400831442,12.509265400831442,179031.0795,0,0,5,5,0,0,0.9759750000000001,agent,0,2.8000000000000003,1.1999999999999953,1.200000000000002,1.200000000000002
11,2,5,27.72486869665863,27.72486869665863,55.00000000000001,0,348.78886639027183,2.000364375919541,1.0001821879597705,0,0,1.5223573767321084,0.7611786883660542,35,7.275131303341372,7.275131303341372,177449.99999999988,0,0,5,5,0,0,0.9759750000000001,agent,3.034134097490056,2.8000000000000003,1.0000000000000002,1.0000000000000002,1.0000000000000002
12,2,5,32.19999999999995,32.19999999999995,55.00000000000001,0,343.24380105718967,1.6492485783912065,0.8246242891956033,0,0,1.5223573767321084,0.7611786883660542,35,2.800000000000047,2.800000000000047,143378.75431750622,0,0,4.039976171245595,4.039976171245595,0,0,0.9759750000000001,agent,3.2351551320957936,2.8000000000000003,1.5000000000000002,1.5000000000000002,1.5000000000000002
