tick,stage,month,north_mm,south_mm,pool_mm,canal_mm,lake_mm,poolN_mgL,poolP_mgL,canalN_mgL,canalP_mgL,lakeN_mgL,lakeP_mgL,target_mm,defN_mm,defS_mm,delta_lake_L,delta_N_to_lake_mg,delta_P_to_lake_mg,irrigateN_mm,irrigateS_mm,drainN_mm,drainS_mm,pool_ratio,control_mode,rain_today_mm,actual_loss_mm,growth_avg_pct,growthN_pct,growthS_pct
0,1,5,0.21508394643669015,0.21508394643669015,28.176951253874332,2.3873113010620792,386.74246819043196,0,0,0,0,0,0,15,14.78491605356331,14.78491605356331,0,0,0,1.9650839464366905,1.9650839464366905,0,0,0.5,agent,0,1.75,0,0,0
1,1,5,1.6326960702445499,1.6326960702445499,34.843733361886486,0,382.64996738854796,0,0,0,0,0,0,15,13.367303929755451,13.367303929755451,105819.79323431432,0,0,3.1676121238078623,3.1676121238078623,0,0,0.6183020485066757,agent,0,1.75,0,0,0
2,1,5,5.875197042847655,5.875197042847655,43.56702133025816,0,376.67018014714,0,0,0,0,0,0,15,9.124802957152344,9.124802957152344,154619.3587010862,0,0,3.484373336188649,3.484373336188649,0,0,0.7730967935054309,agent,2.5081276364144554,1.75,0,0,0
3,1,5,12.936297001494562,12.936297001494562,48.570302855322105,0,370.00366799052716,0,0,0,0,0,0,15,2.0637029985054376,2.0637029985054376,172376.00483353814,0,0,4.3567021330258155,4.3567021330258155,0,0,0.8618800241676907,agent,4.454397825621093,1.75,0.5,0.5,0.5
4,1,5,13.250000000000002,13.250000000000002,48.570302855322105,0,367.17113446316677,0,0,0,0,0,0,15,1.7499999999999982,1.7499999999999982,73240.81941695797,0,0,2.0637029985054376,2.0637029985054376,0,0,0.8618800241676907,agent,0,1.75,1,1,1
5,1,5,13.250000000000002,13.250000000000002,48.570302855322105,0,364.769173678853,0,0,0,0,0,0,15,1.7499999999999982,1.7499999999999982,62107.49999999994,0,0,1.7499999999999982,1.7499999999999982,0,0,0.8618800241676907,agent,0,1.75,1.5,1.5,1.5
6,1,5,13.249999999999993,13.249999999999993,48.570302855322105,7.482572716718784,364.769173678853,0,0,226.3423137701128,113.1711568850564,0,0,15,1.750000000000007,1.750000000000007,0,0,0,0,0,2.672347398828137,2.672347398828137,0.8618800241676907,agent,4.422347398828106,1.75,2,2,2
7,2,5,12.901849331974994,12.901849331974994,48.570302855322105,3.5573945871886465,364.769173678853,65.32753610811623,32.66376805405812,226.34231377011284,113.17115688505642,0,0,35,22.098150668025006,22.098150668025006,0,0,0,1.401849331975049,1.401849331975049,0,0,0.8618800241676907,agent,0,1.75,1.8000000000000067,1.8000000000000023,1.8000000000000023
8,2,5,15.981164474788608,15.981164474788608,48.570302855322105,0,363.76185238339116,97.57455033252081,48.78727516626041,0,0,0,0,35,19.018835525211394,19.018835525211394,26046.306736757862,0,0,2.0044035821181723,2.0044035821181723,0,0,0.8618800241676907,agent,3.8749115606954287,2.8000000000000003,1.600000000000002,1.5999999999999968,1.5999999999999968
9,2,5,17.831207223099515,17.831207223099515,51.150470231420286,0,357.02530014781365,3.948490752367629,1.9742453761838146,0,0,0,0,35,17.168792776900485,17.168792776900485,174187.03115532757,0,0,4.650042748310935,4.650042748310935,0,0,0.907665094256553,agent,0,2.8000000000000003,1.4000000000000006,1.4000000000000028,1.4000000000000028
