tick,stage,month,north_mm,south_mm,pool_mm,canal_mm,lake_mm,poolN_mgL,poolP_mgL,canalN_mgL,canalP_mgL,lakeN_mgL,lakeP_mgL,target_mm,defN_mm,defS_mm,delta_lake_L,delta_N_to_lake_mg,delta_P_to_lake_mg,irrigateN_mm,irrigateS_mm,drainN_mm,drainS_mm,pool_ratio,control_mode,rain_today_mm,actual_loss_mm,growth_avg_pct,growthN_pct,growthS_pct
0,1,5,5.439572785353375,5.439572785353375,46.18840047468249,0,382.3744746491099,0,0,0,0,0,0,15,9.560427214646625,9.560427214646625,112943.20899796466,0,0,4.198945497698408,4.198945497698408,0,0,0.8196131664232408,agent,2.9906272876549673,1.75,0,0,0
1,1,5,8.308412832821633,8.308412832821633,54.55450000000001,0,374.88660210009033,0,0,0,0,0,0,15,6.691587167178367,6.691587167178367,193613.92049999998,0,0,4.6188400474682485,4.6188400474682485,0,0,0.9680696025000002,agent,0,1.75,0,0,0
2,1,5,11.517912832821613,11.517912832821613,54.55450000000001,0,368.0794452373453,0,0,0,0,0,0,15,3.4820871671783866,3.4820871671783866,176012.65500000003,0,0,4.9595,4.9595,0,0,0.9680696025000002,agent,0,1.75,0.5,0.5,0.5
3,1,5,13.250000000000002,13.250000000000002,54.55450000000001,0,363.3001099098455,0,0,0,0,0,0,15,1.7499999999999982,1.7499999999999982,123579.27356316091,0,0,3.4820871671783866,3.4820871671783866,0,0,0.9680696025000002,agent,0,1.75,1,1,1
4,1,5,13.250000000000002,13.250000000000002,54.55450000000001,0,360.8981491255318,0,0,0,0,0,0,15,1.7499999999999982,1.7499999999999982,62107.49999999988,0,0,1.7499999999999982,1.7499999999999982,0,0,0.9680696025000002,agent,0,1.75,1.5,1.5,1.5
5,1,5,13.903858522246747,13.903858522246747,54.55450000000001,8.4,360.8981491255318,0,0,214.4328475113916,107.2164237556958,0,0,15,1.0961414777532532,1.0961414777532532,0,0,0,0,0,3,3,0.9680696025000002,agent,5.4038585222467175,1.75,2,2,2
6,1,5,14.220238319804672,14.220238319804672,54.55450000000001,15.779092702169626,361.3985938793702,0,0,195.68925685556937,97.84462842778468,0.2709796430713197,0.13548982153565986,15,0.7797616801953282,0.7797616801953282,0,2532218.983711068,1266109.491855534,0,0,3,3,0.9680696025000002,agent,5.066379797557982,1.75,2.5,2.5,2.5
7,2,5,13.249999999999998,13.249999999999998,54.55450000000001,15.779092702169626,365.41909305396393,0,0,182.66636276176655,91.33318138088327,2.2777726684432325,1.1388863342216162,35,21.75,21.75,0,1.8989638354071353E7,9494819.177035676,0,0,2.9292208272040163,2.9292208272040163,0.9680696025000002,agent,3.7089825073992935,1.75,2.300000000000008,2.3000000000000043,2.3000000000000043
8,2,5,14.945091938254958,14.945091938254958,54.55450000000001,3.192835275055751,365.41909305396393,150.51042437209978,75.25521218604989,182.6663627617665,91.33318138088325,2.2777726684432325,1.1388863342216162,35,20.054908061745042,20.054908061745042,0,0,0,4.495091938254955,4.495091938254955,0,0,0.9680696025000002,agent,0,2.8000000000000003,2.100000000000007,2.099999999999996,2.099999999999996
9,2,5,19.408985126669666,19.408985126669666,54.55450000000001,0,360.56754171820694,61.188582574753696,30.594291287376848,0,0,2.277772668443233,1.1388863342216164,35,15.591014873330334,15.591014873330334,125446.56288866838,0,0,4.675,4.675,0,0,0.9680696025000002,agent,2.588893188414704,2.8000000000000003,1.8999999999999944,1.9000000000000035,1.9000000000000035
