tick,stage,month,north_mm,south_mm,pool_mm,canal_mm,lake_mm,poolN_mgL,poolP_mgL,canalN_mgL,canalP_mgL,lakeN_mgL,lakeP_mgL,target_mm,defN_mm,defS_mm,delta_lake_L,delta_N_to_lake_mg,delta_P_to_lake_mg,irrigateN_mm,irrigateS_mm,drainN_mm,drainS_mm,pool_ratio,control_mode,rain_today_mm,actual_loss_mm,growth_avg_pct,growthN_pct,growthS_pct
0,1,5,6.832977473005134,6.832977473005134,56.353902507748664,0,379.8797230923928,0,0,0,0,0,0,15,8.167022526994867,8.167022526994867,177450,0,0,4.999999999999999,4.999999999999999,0,0,1,rule,3.5829774730051196,1.75,0,0,0
1,1,5,13.25,13.25,56.353902507748664,0,373.95394340869103,0,0,0,0,0,0,15,1.75,1.75,153222.88528147555,0,0,4.317353769554127,4.317353769554127,0,0,1,rule,3.8496687574407313,1.75,0.5,0.5,0.5
2,1,5,13.25,13.25,56.353902507748664,3.872586641258255,373.95394340869103,0,0,244.1545336779987,122.07726683899935,0,0,15,1.75,1.75,0,0,0,0,0,1.383066657592234,1.383066657592234,1,rule,3.133066657592222,1.75,1,1,1
3,1,5,13.25,13.25,56.353902507748664,5.684860218584839,373.95394340869103,0,0,240.9349721533461,120.46748607667305,0,0,15,1.75,1.75,0,0,0,0,0,0.6472405633309227,0.6472405633309227,1,rule,2.397240563330951,1.75,1.5,1.5,1.5
4,1,5,13.25,13.25,56.353902507748664,9.674688247220942,373.95394340869103,0,0,229.72386112878974,114.86193056439487,0,0,15,1.75,1.75,0,0,0,0,0,1.424938581655751,1.424938581655751,1,rule,3.1749385816557534,1.75,2,2,2
5,1,5,13.25,13.25,56.353902507748664,15.779092702169626,374.83644085376994,0,0,207.31693722600002,103.65846861300001,0.48809733388459425,0.24404866694229713,15,1.75,1.75,0,4730710.549569841,2365355.2747849203,0,0,2.8231068724676858,2.8231068724676858,1,rule,4.573106872467708,1.75,2.5,2.5,2.5
6,1,5,13.25,13.25,56.353902507748664,10.879092702169626,374.83644085376994,64.37968339381898,32.18984169690949,207.31693722600002,103.65846861300001,0.48809733388459425,0.24404866694229713,15,1.75,1.75,0,0,0,1.75,1.75,0,0,1,rule,0,1.75,3,3,3
7,2,5,13.25,13.25,56.353902507748664,5.979092702169625,374.83644085376994,108.7670608557299,54.38353042786495,207.31693722600002,103.65846861300001,0.48809733388459425,0.24404866694229713,35,21.75,21.75,0,0,0,1.75,1.75,0,0,1,rule,0,1.75,2.800000000000001,2.8000000000000056,2.8000000000000056
8,2,5,20.450296308771858,20.450296308771858,56.353902507748664,0,370.90462355091194,91.06916862709205,45.53458431354603,0,0,0.48809733388459425,0.24404866694229713,35,14.549703691228142,14.549703691228142,101665,0,0,5.000000000000023,5.000000000000023,0,0,1,rule,5.000296308771871,2.8000000000000003,2.6000000000000103,2.599999999999998,2.599999999999998
9,2,5,22.650296308771882,22.650296308771882,56.353902507748664,0,364.0418784528727,10.701113122193687,5.350556561096844,0,0,0.48809733388459425,0.24404866694229713,35,12.349703691228118,12.349703691228118,177449.99999999994,0,0,5.0000000000000036,5.0000000000000036,0,0,1,rule,0,2.8000000000000003,2.3999999999999906,2.400000000000004,2.400000000000004
