tick,stage,month,north_mm,south_mm,pool_mm,canal_mm,lake_mm,poolN_mgL,poolP_mgL,canalN_mgL,canalP_mgL,lakeN_mgL,lakeP_mgL,target_mm,defN_mm,defS_mm,delta_lake_L,delta_N_to_lake_mg,delta_P_to_lake_mg,irrigateN_mm,irrigateS_mm,drainN_mm,drainS_mm,pool_ratio,control_mode,rain_today_mm,actual_loss_mm,growth_avg_pct,growthN_pct,growthS_pct
0,1,5,6.201353576077928,6.201353576077928,56.353902507748664,0,379.8797230923928,0,0,0,0,0,0,15,8.798646423922072,8.798646423922072,177450,0,0,5.000000000000017,5.000000000000017,0,0,1,rule,2.951353576077923,1.75,0,0,0
1,1,5,9.45135357607794,9.45135357607794,56.353902507748664,0,373.01697799435357,0,0,0,0,0,0,15,5.54864642392206,5.54864642392206,177450,0,0,4.999999999999982,4.999999999999982,0,0,1,rule,0,1.75,0,0,0
2,1,5,12.701353576077945,12.701353576077945,56.353902507748664,0,366.15423289631434,0,0,0,0,0,0,15,2.2986464239220545,2.2986464239220545,177450,0,0,4.999999999999982,4.999999999999982,0,0,1,rule,0,1.75,0.5,0.5,0.5
3,1,5,13.25,13.25,56.353902507748664,0.02867712160183899,366.15423289631434,0,0,266.484713939365,133.2423569696825,0,0,15,1.75,1.75,0,0,0,0,0,0.010241829143513926,0.010241829143513926,1,rule,2.3088882530655845,1.75,1,1,1
4,1,5,14.04104414168476,14.04104414168476,56.353902507748664,8.428677121601774,366.15423289631434,0,0,212.90503596061606,106.45251798030803,0,0,15,0.9589558583152407,0.9589558583152407,0,0,0,0,0,2.999999999999977,2.999999999999977,1,rule,5.541044141684738,1.75,1.5,1.5,1.5
5,1,5,13.60228840926917,13.60228840926917,56.353902507748664,15.779092702169626,366.66873506270264,0,0,197.99528449515674,98.99764224757837,0.27782298588944976,0.13891149294472488,15,1.3977115907308306,1.3977115907308306,0,2634026.805591656,1317013.402795828,0,0,3,3,1,rule,4.311244267584405,1.75,2,2,2
6,1,5,13.883970989771282,13.883970989771282,56.353902507748664,15.779092702169626,370.7863821215262,0,0,181.599240968737,90.7996204843685,2.2914287693242854,1.1457143846621427,15,1.1160290102287185,1.1160290102287185,0,1.9334871185941428E7,9667435.592970714,0,0,3,3,1,rule,5.031682580502137,1.75,2.5,2.5,2.5
7,2,5,13.25,13.25,56.353902507748664,12.654211473529259,370.7863821215262,35.96379525424279,17.981897627121395,181.599240968737,90.7996204843685,2.2914287693242854,1.1457143846621427,35,21.75,21.75,0,0,0,1.1160290102287058,1.1160290102287058,0,0,1,rule,0,1.75,2.300000000000008,2.3000000000000043,2.3000000000000043
8,2,5,15.450000000000028,15.450000000000028,56.353902507748664,0,370.12668186345223,149.88579809482505,74.94289904741252,0,0,2.291428769324286,1.145714384662143,35,19.549999999999972,19.549999999999972,17057.86957301665,0,0,5,5,0,0,1,rule,0,2.8000000000000003,2.100000000000007,2.099999999999996,2.099999999999996
9,2,5,17.650000000000034,17.650000000000034,56.353902507748664,0,363.263936765413,18.932693910774738,9.466346955387369,0,0,2.291428769324286,1.145714384662143,35,17.349999999999966,17.349999999999966,177450,0,0,4.99999999999999,4.99999999999999,0,0,1,rule,0,2.8000000000000003,1.8999999999999944,1.9000000000000035,1.9000000000000035
10,2,5,23.99914571916788,23.99914571916788,56.353902507748664,0,356.4011916673738,4.167731414022759,2.0838657070113795,0,0,2.291428769324286,1.145714384662143,35,11.000854280832119,11.000854280832119,177450,0,0,5.0000000000000195,5.0000000000000195,0,0,1,rule,4.149145719167917,2.8000000000000003,1.6999999999999935,1.6999999999999982,1.6999999999999982
11,2,5,29.28368470149098,29.28368470149098,56.353902507748664,0,349.53844656933455,2.5029818925140286,1.2514909462570143,0,0,2.291428769324286,1.145714384662143,35,5.71631529850902,5.71631529850902,177450,0,0,5.000000000000013,5.000000000000013,0,0,1,rule,3.0845389823230454,2.8000000000000003,1.4999999999999998,1.4999999999999998,1.4999999999999998
12,2,5,32.199999999999946,32.199999999999946,56.353902507748664,0,345.1407575291037,2.3827022584165594,1.1913511292082797,0,0,2.2914287693242863,1.1457143846621431,35,2.800000000000054,2.800000000000054,113711.04551324947,0,0,3.2040305864538565,3.2040305864538565,0,0,1,rule,2.512284712055166,2.8000000000000003,1.9999999999999998,1.9999999999999998,1.9999999999999998
13,2,5,32.199999999999946,32.199999999999946,56.353902507748664,4.559857926263127,345.1407575291037,2.3827022584165594,1.1913511292082797,93.10696964947357,46.553484824736785,2.2914287693242863,1.1457143846621431,35,2.800000000000054,2.800000000000054,0,0,0,0,0,1.6285206879511167,1.6285206879511167,1,rule,4.428520687951112,2.8000000000000003,2.5,2.5,2.5
14,2,5,32.199999999999946,32.199999999999946,56.353902507748664,0,343.5328447478601,28.581317575436483,14.290658787718241,0,0,2.2914287693242863,1.1457143846621431,35,2.800000000000054,2.800000000000054,41575.800784616265,0,0,2.80000000000002,2.80000000000002,0,0,1,rule,0,2.8000000000000003,3,3,3
15,2,5,32.199999999999946,32.199999999999946,56.353902507748664,3.695711793017792,343.5328447478601,28.581317575436483,14.290658787718241,89.90706933605577,44.953534668027885,2.2914287693242863,1.1457143846621431,35,2.800000000000054,2.800000000000054,0,0,0,0,0,1.3198970689349259,1.3198970689349259,1,rule,4.1198970689349155,2.8000000000000003,3.5,3.5,3.5
16,2,5,32.199999999999946,32.199999999999946,56.353902507748664,8.824313313094752,343.5328447478601,28.581317575436483,14.290658787718241,87.30851557242394,43.65425778621197,2.2914287693242863,1.1457143846621431,35,2.800000000000054,2.800000000000054,0,0,0,0,0,1.8316434000274857,1.8316434000274857,1,rule,4.631643400027461,2.8000000000000003,4,4,4
17,3,5,32.199999999999946,32.199999999999946,56.353902507748664,0.9843133130946339,343.5328447478601,57.76051317222022,28.88025658611011,87.30851557242394,43.65425778621197,2.2914287693242863,1.1457143846621431,25,0,0,0,0,0,2.80000000000002,2.80000000000002,0,0,1,rule,0,2.8000000000000003,3.7999999999999887,3.800000000000007,3.800000000000007
18,3,5,27.79637750427901,27.79637750427901,56.353902507748664,9.384313313094616,343.5328447478601,57.76051317222022,28.88025658611011,167.58784242397047,44.64500035810732,2.2914287693242863,1.1457143846621431,25,0,0,0,0,0,0,0,2.9999999999999933,2.9999999999999933,1,rule,2.0963775042790314,3.5,4.299999999999985,4.300000000000008,4.300000000000008
19,3,5,26.89250272193447,26.89250272193447,56.353902507748664,15.779092702169626,344.5157960277253,57.76051317222022,28.88025658611011,166.7833555137824,43.37271234906427,2.7607470176751927,1.2661938580928243,25,0,0,0,4238994.32429938,1102368.2843577266,0,0,2.999999999999974,2.999999999999974,1,rule,5.596125217655479,3.5,4.799999999999981,4.800000000000008,4.800000000000008
20,3,5,25.33067464253785,25.33067464253785,56.353902507748664,15.779092702169626,348.6334430865488,57.76051317222022,28.88025658611011,163.86730445231115,42.220424608090966,4.663547668424087,1.7498969311575794,25,0,0,0,1.7446951905037567E7,4495208.608023446,0,0,3,3,1,rule,4.93817192060338,3.5,5.299999999999979,5.300000000000003,5.300000000000003
21,3,5,22.971155047301338,22.971155047301338,56.353902507748664,15.779092702169626,352.75109014537236,57.76051317222022,28.88025658611011,160.76846725401032,41.16602764412532,6.485753129885807,2.2099995906095153,25,2.0288449526986625,2.0288449526986625,0,1.711701870853448E7,4382946.963270023,0,0,3,3,1,rule,4.140480404763437,3.5,5.799999999999978,5.799999999999999,5.799999999999999
